post_id,text,date,source
663,"Transaksi QRIS gagal, bikin malu di kasir!",2024-03-26,Instagram
664,"Laba BNI 2023 Rp 20T, lembaga keuangan terbaik pada Indonesia!",2024-03-01,Instagram
665,"BNI Direct cash pembayaran Rp6T, mantap!",2024-04-14,Instagram
666,"QRIS wondr BNI membuat transaksi cepat, sukses terus!",2024-05-22,X
667,"QRIS wondr BNI bikin transaksi cepat, sukses terus!",2024-07-20,Facebook
668,"BNI TapCash diskon NCT 127 keren banget, murah 50% di merchant!",2024-01-25,Facebook
669,"BNI TapCash promo NCT 127 keren banget, hemat 50% di merchant!",2024-03-01,X
670,"QRIS wondr BNI membuat transaksi cepat, sukses terus!",2024-04-15,Facebook
671,"QRIS wondr BNI bikin transaksi cepat, sukses terus!",2024-07-04,Facebook
672,"BNI bagikan dividen Rp13,9T untuk 2023, cek berita!",2024-02-18,Facebook
673,"QRIS wondr BNI bikin transaksi cepat, berhasil terus!",2024-07-07,Facebook
674,"Layanan CS BNI lambat, komplain gak ditanggapi!",2024-05-14,Instagram
675,"BNI TapCash promosi NCT 127 keren banget, hemat 50% di merchant!",2024-01-26,X
676,"BNI luncurkan QRIS wondr, ada yang telah coba?",2024-04-05,Instagram
677,"Laba BNI 2023 Rp 20T, bank terbaik di Indonesia!",2024-06-21,Facebook
678,"QRIS wondr BNI bikin transaksi cepat, mantap terus!",2024-04-09,X
679,BNI Best Pegawai Penghargaan 2024 announced today ini.,2024-04-16,Facebook
680,BNI Best Karyawan Award 2024 diumumkan hari ini.,2024-02-14,Instagram
681,"BNI dukung UMKM dengan pinjaman baru, info detail di web.",2024-06-17,X
682,"BNI Expo 2024 target Rp1T, senang menjadi nasabah!",2024-05-11,Facebook
683,"BNI Direct cash operasi Rp6T, mantap!",2024-07-27,Instagram
684,"TapCash BNI rusak, gak bisa dipakai di merchant.",2024-04-09,X
685,"BNI luncurkan QRIS wondr, ada yang sudah coba?",2024-05-27,X
686,BNI kenapa kok atm selalu antri panjang?,2024-03-13,Instagram
687,"Aplikasi BNI Mobile error lagi, tolong perbaiki dong!",2024-01-27,X
688,"BNI Expo 2024 target Rp1T, senang jadi nasabah!",2024-05-07,Instagram
689,"BNI support UMKM dengan kredit baru, info lengkap di web.",2024-02-24,X
690,"QRIS wondr BNI bikin operasi cepat, sukses terus!",2024-02-07,X
691,"BNI TapCash diskon NCT 127 keren banget, hemat 50% di merchant!",2024-04-03,Instagram
692,"BNI TapCash diskon NCT 127 bagus banget, murah 50% di merchant!",2024-01-13,Facebook
693,"Transaksi QRIS gagal, bikin embarrassed di kasir!",2024-07-23,Instagram
694,"BNI Direct cash pembayaran Rp6T, mantap!",2024-03-15,Instagram
695,"BNI Direct cash transaksi Rp6T, mantap!",2024-04-11,X
696,"Transaksi QRIS gagal, membuat embarrassed di kasir!",2024-03-31,Facebook
697,"QRIS wondr BNI bikin operasi cepat, berhasil terus!",2024-04-01,Instagram
698,BNI kenapa sih atm selalu antri panjang?,2024-01-13,Facebook
699,"BNI Expo 2024 target Rp1T, puas sebagai nasabah!",2024-02-13,Instagram
700,"Layanan CS BNI lambat, komplain gak ditanggapi!",2024-07-05,X
701,"Aplikasi BNI Mobile gangguan lagi, tolong perbaiki dong!",2024-05-24,X
702,"BNI Direct cash transaksi Rp6T, mantap!",2024-05-31,X
703,"BNI Expo 2024 target Rp1T, senang jadi nasabah!",2024-03-31,Instagram
704,"BNI TapCash promo NCT 127 keren banget, hemat 50% di merchant!",2024-06-18,Facebook
705,"BNI Direct cash pembayaran Rp6T, mantap!",2024-06-18,X
706,"BNI bagikan dividen Rp13,9T untuk 2023, cek berita!",2024-07-27,Facebook
707,"BNI TapCash promo NCT 127 keren banget, hemat 50% di merchant!",2024-02-29,Facebook
708,BNI Best Karyawan Penghargaan 2024 announced hari ini.,2024-03-02,Facebook
709,"Laba BNI 2023 Rp 20T, lembaga keuangan terhebat pada Indonesia!",2024-07-18,Facebook
710,"TapCash BNI rusak, gak bisa dipakai pada merchant.",2024-07-30,X
711,"BNI support UMKM dengan kredit baru, data lengkap di web.",2024-05-25,Facebook
712,"TapCash BNI rusak, gak dapat dipakai pada merchant.",2024-06-07,Facebook
713,"TapCash BNI rusak, belum dapat digunakan pada merchant.",2024-02-06,Instagram
714,"BNI TapCash diskon NCT 127 keren banget, hemat 50% di merchant!",2024-02-06,Instagram
715,"QRIS wondr BNI bikin pembayaran cepat, mantap terus!",2024-01-12,Facebook
716,BNI Best Employee Award 2024 diumumkan hari ini.,2024-07-28,Facebook
717,"HUT BNI ke-78, adakah promo apakah tahun ini?",2024-04-27,Facebook
718,"BNI rilis QRIS wondr, ada yang telah coba?",2024-06-02,Facebook
719,"Laba BNI 2023 Rp 20T, bank nomor satu di Indonesia!",2024-03-30,Facebook
720,"BNI dukung UMKM dengan kredit baru, data lengkap di web.",2024-04-21,X
721,"BNI bagikan dividen Rp13,9T bagi 2023, cek berita!",2024-05-28,Instagram
722,"Laba BNI 2023 Rp 20T, bank terbaik di Indonesia!",2024-03-26,Instagram
723,"BNI Expo 2024 target Rp1T, puas jadi nasabah!",2024-07-31,Instagram
724,BNI Terbaik Karyawan Penghargaan 2024 announced hari ini.,2024-06-04,Facebook
725,"TapCash BNI rusak, tidak bisa dipakai di merchant.",2024-05-21,Instagram
726,"BNI dukung UMKM menggunakan kredit baru, informasi detail pada web.",2024-01-05,X
727,"Laba BNI 2023 Rp 20T, bank terbaik di Indonesia!",2024-02-09,Instagram
728,"HUT BNI ke-78, ada promo apakah year ini?",2024-06-07,Instagram
729,"BNI Direct cash transaksi Rp6T, mantap!",2024-05-03,Facebook
730,"BNI TapCash promo NCT 127 bagus banget, murah 50% di merchant!",2024-05-16,X
731,"BNI Direct cash pembayaran Rp6T, mantap!",2024-06-10,Instagram
732,"BNI dukung UMKM menggunakan kredit baru, data lengkap pada web.",2024-07-07,Facebook
733,"Layanan CS BNI lambat, komplain tidak ditanggapi!",2024-01-23,Facebook
734,BNI kenapa sih atm setiap saat antre panjang?,2024-05-05,Instagram
735,BNI kenapa sih atm selalu antri panjang?,2024-05-31,Instagram
736,"HUT BNI ke-78, ada promosi apa tahun ini?",2024-01-21,Facebook
737,"QRIS wondr BNI bikin operasi cepat, sukses terus!",2024-03-08,X
738,"BNI luncurkan QRIS wondr, adakah yang sudah coba?",2024-07-15,Facebook
739,"BNI dukung UMKM dengan kredit baru, data lengkap di web.",2024-04-13,Instagram
740,"Transaksi QRIS gagal, bikin malu di kasir!",2024-03-01,Instagram
741,"BNI Expo 2024 tujuan Rp1T, bangga jadi nasabah!",2024-07-24,Instagram
742,"TapCash BNI rusak, belum mampu dipakai di merchant.",2024-04-22,Instagram
743,"BNI Expo 2024 target Rp1T, bangga menjadi nasabah!",2024-03-16,Instagram
744,"BNI Direct cash transaksi Rp6T, mantap!",2024-06-23,X
745,"QRIS wondr BNI bikin transaksi cepat, mantap terus!",2024-05-17,X
746,BNI kenapa sih atm selalu menunggu panjang?,2024-06-01,Facebook
747,"HUT BNI ke-78, ada promosi apa tahun ini?",2024-05-04,X
748,"BNI luncurkan QRIS wondr, adakah yang sudah coba?",2024-05-29,X
749,"BNI bagikan dividen Rp13,9T untuk 2023, periksa berita!",2024-05-18,X
750,"BNI Direct cash transaksi Rp6T, mantap!",2024-02-03,X
751,"BNI Direct cash transaksi Rp6T, mantap!",2024-02-14,X
752,"QRIS wondr BNI bikin transaksi cepat, mantap terus!",2024-06-02,Instagram
753,"BNI luncurkan QRIS wondr, ada yang sudah coba?",2024-04-09,Facebook
754,"Laba BNI 2023 Rp 20T, bank terbaik di Indonesia!",2024-07-12,Facebook
755,"BNI support UMKM dengan kredit baru, info lengkap pada web.",2024-04-23,Facebook
756,"Transaksi QRIS gagal, membuat malu di kasir!",2024-06-21,X
757,"QRIS wondr BNI membuat operasi cepat, sukses terus!",2024-06-13,Instagram
758,BNI Terbaik Employee Award 2024 diumumkan hari ini.,2024-01-02,Instagram
759,"Transaksi QRIS gagal, bikin malu di kasir!",2024-06-19,X
760,BNI Best Employee Penghargaan 2024 diumumkan hari ini.,2024-04-21,Facebook
761,"BNI dukung UMKM dengan kredit baru, data lengkap di web.",2024-05-02,X
762,"BNI Expo 2024 target Rp1T, senang sebagai nasabah!",2024-01-29,X
763,"QRIS wondr BNI membuat transaksi cepat, mantap terus!",2024-04-13,Facebook
764,"Transaksi QRIS gagal, bikin malu pada kasir!",2024-02-23,X
765,"BNI dukung UMKM dengan kredit baru, informasi lengkap di web.",2024-02-20,Facebook
766,"BNI TapCash promosi NCT 127 keren banget, hemat 50% di merchant!",2024-01-05,X
767,"TapCash BNI rusak, gak mampu dipakai di merchant.",2024-06-25,Facebook
768,"Aplikasi BNI Mobile kesalahan lagi, tolong betulkan dong!",2024-06-21,Instagram
769,"HUT BNI ke-78, ada diskon apa tahun ini?",2024-05-15,Instagram
770,"BNI Expo 2024 target Rp1T, puas jadi nasabah!",2024-06-10,X
771,"BNI luncurkan QRIS wondr, ada yang sudah coba?",2024-06-28,Facebook
772,"BNI bagikan dividen Rp13,9T bagi 2023, periksa berita!",2024-01-07,X
773,"BNI TapCash promo NCT 127 bagus banget, hemat 50% di merchant!",2024-02-08,X
774,"BNI Direct cash transaksi Rp6T, mantap!",2024-02-26,Facebook
775,"BNI bagikan dividen Rp13,9T untuk 2023, cek berita!",2024-05-18,Facebook
776,"QRIS wondr BNI bikin operasi cepat, sukses terus!",2024-06-11,Facebook
777,"Ulang Tahun BNI ke-78, ada promosi apa tahun ini?",2024-01-14,X
778,"TapCash BNI rusak, tidak mampu digunakan di merchant.",2024-05-21,Instagram
779,"BNI TapCash promo NCT 127 bagus banget, hemat 50% pada merchant!",2024-05-24,X
780,BNI Best Pegawai Award 2024 diumumkan today ini.,2024-01-31,X
781,"QRIS wondr BNI bikin transaksi cepat, sukses terus!",2024-03-30,X
782,"Aplikasi BNI Mobile error lagi, mohon perbaiki dong!",2024-05-11,X
783,"BNI TapCash promo NCT 127 keren banget, hemat 50% pada merchant!",2024-02-09,Facebook
784,"Aplikasi BNI Mobile kesalahan lagi, tolong betulkan dong!",2024-07-24,Facebook
785,"QRIS wondr BNI membuat operasi cepat, berhasil terus!",2024-01-16,X
786,"BNI Expo 2024 target Rp1T, puas menjadi nasabah!",2024-03-22,Facebook
787,BNI Best Employee Penghargaan 2024 diumumkan hari ini.,2024-02-13,Instagram
788,"BNI TapCash diskon NCT 127 keren banget, hemat 50% pada merchant!",2024-03-05,Facebook
789,"Layanan CS BNI lambat, keluhan gak ditanggapi!",2024-06-22,X
790,"Laba BNI 2023 Rp 20T, lembaga keuangan terbaik pada Indonesia!",2024-06-12,Facebook
791,"BNI bagikan dividen Rp13,9T untuk 2023, periksa berita!",2024-06-13,X
792,"QRIS wondr BNI bikin transaksi cepat, mantap terus!",2024-01-03,Instagram
793,"HUT BNI ke-78, adakah diskon apakah year ini?",2024-07-08,Instagram
794,"Transaksi QRIS gagal, bikin embarrassed pada kasir!",2024-01-01,Instagram
795,"BNI Direct cash operasi Rp6T, mantap!",2024-07-22,Facebook
796,"BNI Direct cash pembayaran Rp6T, mantap!",2024-03-21,X
797,"BNI TapCash promo NCT 127 hebat banget, hemat 50% di merchant!",2024-05-11,Instagram
798,"Layanan CS BNI lambat, aduan tidak ditanggapi!",2024-02-18,X
799,"Laba BNI 2023 Rp 20T, bank terhebat di Indonesia!",2024-03-06,Facebook
800,"BNI dukung UMKM dengan pinjaman baru, informasi lengkap di web.",2024-01-20,X
801,"BNI TapCash promo NCT 127 bagus banget, hemat 50% di merchant!",2024-07-05,Instagram
802,"BNI Direct cash pembayaran Rp6T, mantap!",2024-07-24,Instagram
803,"Aplikasi BNI Mobile kesalahan lagi, mohon perbaiki dong!",2024-05-28,X
804,"BNI bagikan dividen Rp13,9T untuk 2023, cek berita!",2024-05-31,X
805,"QRIS wondr BNI bikin pembayaran cepat, sukses terus!",2024-04-08,Facebook
806,"BNI Expo 2024 tujuan Rp1T, bangga menjadi nasabah!",2024-06-26,X
807,"BNI Expo 2024 target Rp1T, senang menjadi nasabah!",2024-05-18,X
808,BNI Best Employee Award 2024 diumumkan hari ini.,2024-07-04,Facebook
809,"Transaksi QRIS gagal, membuat malu pada kasir!",2024-07-03,X
810,"Layanan CS BNI lambat, komplain gak ditanggapi!",2024-06-04,Instagram
811,"BNI rilis QRIS wondr, adakah yang sudah coba?",2024-03-31,X
812,BNI Best Employee Award 2024 announced hari ini.,2024-05-26,X
813,"Transaksi QRIS gagal, bikin malu di kasir!",2024-03-28,Instagram
814,"BNI luncurkan QRIS wondr, adakah yang telah coba?",2024-01-27,X
815,"Laba BNI 2023 Rp 20T, lembaga keuangan nomor satu di Indonesia!",2024-02-29,X
816,"QRIS wondr BNI bikin pembayaran cepat, sukses terus!",2024-07-02,Instagram
817,"BNI Direct cash transaksi Rp6T, mantap!",2024-07-27,Facebook
818,"QRIS wondr BNI bikin transaksi cepat, sukses terus!",2024-06-19,X
819,"TapCash BNI rusak, belum bisa dipakai di merchant.",2024-03-12,Instagram
820,"BNI dukung UMKM dengan pinjaman baru, info lengkap di web.",2024-07-29,Instagram
821,"Laba BNI 2023 Rp 20T, bank nomor satu di Indonesia!",2024-06-15,X
822,"BNI Direct cash operasi Rp6T, mantap!",2024-02-11,Facebook
823,"Layanan CS BNI lambat, aduan tidak ditanggapi!",2024-02-16,Instagram
824,BNI Best Employee Award 2024 diumumkan today ini.,2024-02-09,X
825,"BNI TapCash promo NCT 127 hebat banget, hemat 50% di merchant!",2024-01-30,Instagram
826,BNI kenapa sih atm selalu menunggu panjang?,2024-07-04,Instagram
827,"BNI Direct cash transaksi Rp6T, mantap!",2024-03-23,X
828,"BNI Direct cash transaksi Rp6T, mantap!",2024-07-12,X
829,"BNI rilis QRIS wondr, adakah siapa sudah coba?",2024-06-20,Facebook
830,"Ulang Tahun BNI ke-78, ada promo apakah year ini?",2024-04-06,X
831,"BNI Direct cash transaksi Rp6T, mantap!",2024-05-05,Instagram
832,"BNI luncurkan QRIS wondr, adakah yang sudah coba?",2024-03-08,Facebook
833,"Layanan CS BNI lambat, komplain belum ditanggapi!",2024-06-19,Instagram
834,"BNI support UMKM dengan kredit baru, data detail pada web.",2024-02-12,Instagram
835,"TapCash BNI rusak, gak bisa digunakan di merchant.",2024-05-07,Instagram
836,"Transaksi QRIS gagal, membuat malu di kasir!",2024-01-26,X
837,BNI mengapa sih atm selalu antri panjang?,2024-06-02,Facebook
838,"Transaksi QRIS gagal, membuat malu pada kasir!",2024-03-07,Instagram
839,"Laba BNI 2023 Rp 20T, bank terbaik di Indonesia!",2024-01-28,X
840,"BNI Expo 2024 tujuan Rp1T, puas jadi nasabah!",2024-02-14,Facebook
841,"BNI TapCash promo NCT 127 keren banget, hemat 50% di merchant!",2024-07-12,Facebook
842,"BNI rilis QRIS wondr, adakah yang sudah coba?",2024-05-02,Instagram
843,"BNI Direct cash transaksi Rp6T, mantap!",2024-02-28,Facebook
844,"Layanan CS BNI lambat, aduan tidak ditanggapi!",2024-01-08,X
845,"Ulang Tahun BNI ke-78, ada promosi apakah year ini?",2024-05-25,Instagram
846,"BNI TapCash promo NCT 127 keren banget, hemat 50% di merchant!",2024-02-12,Facebook
847,"TapCash BNI rusak, gak mampu dipakai di merchant.",2024-06-15,Instagram
848,"BNI Expo 2024 target Rp1T, bangga menjadi nasabah!",2024-07-11,Instagram
849,"BNI luncurkan QRIS wondr, ada yang sudah coba?",2024-05-17,X
850,"BNI Expo 2024 target Rp1T, puas menjadi nasabah!",2024-07-31,X
851,"TapCash BNI rusak, tidak mampu digunakan pada merchant.",2024-04-14,Instagram
852,"BNI dukung UMKM dengan kredit baru, data lengkap di web.",2024-04-18,Instagram
853,"BNI luncurkan QRIS wondr, ada siapa telah coba?",2024-07-29,Instagram
854,"Layanan CS BNI lambat, keluhan tidak ditanggapi!",2024-06-23,Facebook
855,"Transaksi QRIS gagal, bikin malu di kasir!",2024-02-19,X
856,BNI kenapa sih atm senantiasa antre panjang?,2024-01-25,Facebook
857,"BNI rilis QRIS wondr, ada siapa telah coba?",2024-03-05,X
858,BNI kenapa sih atm selalu antri panjang?,2024-04-19,Instagram
859,"QRIS wondr BNI bikin transaksi cepat, mantap terus!",2024-03-08,Instagram
860,"BNI dukung UMKM dengan kredit baru, data lengkap di web.",2024-04-29,Facebook
861,"TapCash BNI rusak, belum bisa dipakai pada merchant.",2024-05-10,Instagram
862,"Layanan CS BNI lambat, komplain belum ditanggapi!",2024-03-06,Facebook
863,"BNI TapCash promosi NCT 127 keren banget, murah 50% di merchant!",2024-06-03,Instagram
864,BNI mengapa sih atm senantiasa antri panjang?,2024-07-13,Instagram
865,"BNI Direct cash transaksi Rp6T, mantap!",2024-01-12,Facebook
866,"TapCash BNI rusak, belum mampu dipakai di merchant.",2024-02-18,X
867,"BNI Direct cash transaksi Rp6T, mantap!",2024-01-02,Instagram
868,BNI kenapa kok atm setiap saat menunggu panjang?,2024-05-06,Instagram
869,BNI Best Pegawai Penghargaan 2024 diumumkan hari ini.,2024-03-02,Instagram
870,"BNI TapCash promo NCT 127 bagus banget, hemat 50% di merchant!",2024-02-06,Instagram
871,BNI Terbaik Pegawai Penghargaan 2024 diumumkan hari ini.,2024-04-06,Facebook
872,"QRIS wondr BNI bikin operasi cepat, mantap terus!",2024-01-07,Instagram
873,"BNI bagikan keuntungan Rp13,9T bagi 2023, periksa berita!",2024-03-18,X
874,"Ulang Tahun BNI ke-78, adakah diskon apakah tahun ini?",2024-04-10,X
875,"Transaksi QRIS gagal, bikin malu di kasir!",2024-06-12,Facebook
876,"BNI luncurkan QRIS wondr, ada siapa sudah coba?",2024-03-30,Facebook
877,BNI Best Employee Award 2024 diumumkan hari ini.,2024-02-08,Instagram
878,"BNI Direct cash transaksi Rp6T, mantap!",2024-03-16,Instagram
879,"BNI Direct cash transaksi Rp6T, mantap!",2024-02-13,X
880,"TapCash BNI rusak, belum bisa dipakai di merchant.",2024-03-16,Instagram
881,"BNI dukung UMKM menggunakan pinjaman baru, data lengkap di web.",2024-05-18,Instagram
882,"BNI distribusikan dividen Rp13,9T untuk 2023, periksa berita!",2024-04-13,X
883,"BNI dukung UMKM menggunakan pinjaman baru, info lengkap pada web.",2024-04-28,Facebook
884,"BNI Direct cash operasi Rp6T, mantap!",2024-04-14,Instagram
885,"BNI support UMKM dengan kredit baru, data lengkap di web.",2024-01-08,X
886,"BNI Direct cash pembayaran Rp6T, mantap!",2024-03-01,Instagram
887,"TapCash BNI rusak, tidak mampu dipakai di merchant.",2024-03-28,Instagram
888,"BNI Expo 2024 tujuan Rp1T, bangga menjadi nasabah!",2024-04-17,Instagram
889,"BNI Direct cash operasi Rp6T, mantap!",2024-03-24,Facebook
890,"QRIS wondr BNI bikin operasi cepat, berhasil terus!",2024-03-13,X
891,"BNI Expo 2024 target Rp1T, puas menjadi nasabah!",2024-03-14,Instagram
892,"Layanan CS BNI lambat, keluhan tidak ditanggapi!",2024-02-19,Instagram
893,"Laba BNI 2023 Rp 20T, bank terbaik di Indonesia!",2024-03-16,Facebook
894,"BNI Expo 2024 tujuan Rp1T, senang jadi nasabah!",2024-03-21,Instagram
895,"BNI Expo 2024 target Rp1T, puas sebagai nasabah!",2024-03-09,Facebook
896,"BNI TapCash diskon NCT 127 keren banget, murah 50% pada merchant!",2024-05-25,X
897,"BNI Direct cash transaksi Rp6T, mantap!",2024-05-28,X
898,"BNI Expo 2024 target Rp1T, bangga jadi nasabah!",2024-02-28,Instagram
899,"Layanan CS BNI lambat, komplain gak ditanggapi!",2024-04-13,Facebook
900,"TapCash BNI rusak, gak dapat dipakai di merchant.",2024-06-13,Instagram
901,"Layanan CS BNI lambat, komplain belum ditanggapi!",2024-05-22,Facebook
902,"TapCash BNI rusak, tidak mampu dipakai di merchant.",2024-05-21,X
903,"Laba BNI 2023 Rp 20T, bank terhebat di Indonesia!",2024-06-22,X
904,"BNI bagikan dividen Rp13,9T untuk 2023, periksa berita!",2024-06-25,Instagram
905,"QRIS wondr BNI bikin transaksi cepat, sukses terus!",2024-07-01,Instagram
906,"BNI Expo 2024 target Rp1T, bangga jadi nasabah!",2024-01-02,Facebook
907,"BNI Direct cash transaksi Rp6T, mantap!",2024-04-08,Facebook
908,"BNI dukung UMKM dengan kredit baru, info lengkap di web.",2024-01-25,Facebook
909,BNI kenapa sih atm selalu antri panjang?,2024-05-05,Instagram
910,"BNI bagikan dividen Rp13,9T untuk 2023, cek berita!",2024-03-20,Instagram
911,"Laba BNI 2023 Rp 20T, bank terbaik di Indonesia!",2024-02-14,X
912,"HUT BNI ke-78, adakah diskon apa tahun ini?",2024-03-23,X
913,"BNI distribusikan keuntungan Rp13,9T untuk 2023, lihat berita!",2024-01-01,X
914,"BNI Expo 2024 target Rp1T, senang menjadi nasabah!",2024-06-28,X
915,"Laba BNI 2023 Rp 20T, bank terbaik di Indonesia!",2024-02-23,Instagram
916,"BNI Expo 2024 tujuan Rp1T, senang jadi nasabah!",2024-02-22,X
917,"BNI TapCash promo NCT 127 keren banget, hemat 50% di merchant!",2024-02-04,X
918,"Transaksi QRIS gagal, bikin malu di kasir!",2024-02-25,X
919,"Laba BNI 2023 Rp 20T, lembaga keuangan nomor satu pada Indonesia!",2024-04-07,X
920,"BNI Expo 2024 sasaran Rp1T, bangga menjadi nasabah!",2024-07-11,Instagram
921,"Layanan CS BNI lambat, komplain gak ditanggapi!",2024-03-01,Instagram
922,"QRIS wondr BNI bikin pembayaran cepat, sukses terus!",2024-06-01,Facebook
923,"QRIS wondr BNI bikin operasi cepat, sukses terus!",2024-02-01,X
924,"BNI Expo 2024 sasaran Rp1T, bangga jadi nasabah!",2024-05-02,Facebook
925,BNI kenapa kok atm setiap saat antri panjang?,2024-06-02,Facebook
926,"BNI rilis QRIS wondr, ada yang sudah coba?",2024-03-11,Instagram
927,"BNI Direct cash transaksi Rp6T, mantap!",2024-03-12,Facebook
928,"Aplikasi BNI Mobile error lagi, tolong perbaiki dong!",2024-07-31,Instagram
929,"Layanan CS BNI lambat, keluhan tidak ditanggapi!",2024-04-02,X
930,"BNI TapCash diskon NCT 127 hebat banget, hemat 50% pada merchant!",2024-03-12,X
931,"Layanan CS BNI lambat, keluhan tidak ditanggapi!",2024-01-23,X
932,"BNI Expo 2024 target Rp1T, senang menjadi nasabah!",2024-02-09,Instagram
933,"BNI Expo 2024 sasaran Rp1T, bangga sebagai nasabah!",2024-04-17,X
934,BNI Best Employee Award 2024 diumumkan hari ini.,2024-03-12,X
935,"BNI luncurkan QRIS wondr, ada yang sudah coba?",2024-04-13,Facebook
936,"BNI support UMKM dengan kredit baru, info lengkap di web.",2024-04-16,Facebook
937,"BNI Direct cash pembayaran Rp6T, mantap!",2024-06-20,Instagram
938,"BNI TapCash promosi NCT 127 bagus banget, hemat 50% di merchant!",2024-05-08,Instagram
939,BNI kenapa sih atm selalu antre panjang?,2024-02-26,Instagram
940,"BNI TapCash promosi NCT 127 hebat banget, hemat 50% di merchant!",2024-03-09,Facebook
941,"BNI Direct cash transaksi Rp6T, mantap!",2024-07-17,X
942,"Layanan CS BNI lambat, komplain gak ditanggapi!",2024-01-10,Facebook
943,"BNI Expo 2024 target Rp1T, bangga sebagai nasabah!",2024-07-07,Instagram
944,"HUT BNI ke-78, ada promo apa tahun ini?",2024-03-30,Facebook
945,"QRIS wondr BNI bikin transaksi cepat, mantap terus!",2024-07-04,Facebook
946,"Aplikasi BNI Mobile kesalahan lagi, mohon perbaiki dong!",2024-01-29,X
947,"BNI Expo 2024 target Rp1T, bangga jadi nasabah!",2024-02-15,X
948,"TapCash BNI rusak, gak mampu dipakai pada merchant.",2024-01-07,Instagram
949,BNI kenapa sih atm selalu menunggu panjang?,2024-04-25,X
950,"Laba BNI 2023 Rp 20T, bank nomor satu di Indonesia!",2024-06-23,X
951,"BNI luncurkan QRIS wondr, ada yang telah coba?",2024-05-07,Instagram
952,BNI Best Employee Award 2024 diumumkan hari ini.,2024-02-24,Instagram
953,"BNI dukung UMKM dengan kredit baru, data lengkap di web.",2024-05-27,Facebook
954,BNI Best Karyawan Award 2024 diumumkan hari ini.,2024-02-08,X
955,BNI kenapa sih atm selalu antri panjang?,2024-05-19,X
956,BNI Best Pegawai Award 2024 diumumkan today ini.,2024-01-31,Instagram
957,"Laba BNI 2023 Rp 20T, bank terbaik pada Indonesia!",2024-05-30,Instagram
958,"BNI TapCash promosi NCT 127 keren banget, hemat 50% di merchant!",2024-02-16,X
959,"BNI Direct cash pembayaran Rp6T, mantap!",2024-04-20,Instagram
960,"Laba BNI 2023 Rp 20T, bank nomor satu di Indonesia!",2024-07-26,X
961,"QRIS wondr BNI membuat pembayaran cepat, berhasil terus!",2024-04-08,Instagram
962,"BNI Direct cash pembayaran Rp6T, mantap!",2024-02-24,Facebook
963,BNI Best Pegawai Award 2024 diumumkan today ini.,2024-07-07,Instagram
964,"BNI TapCash promosi NCT 127 bagus banget, murah 50% di merchant!",2024-02-16,Instagram
965,"BNI TapCash promo NCT 127 keren banget, hemat 50% di merchant!",2024-03-21,X
966,"Layanan CS BNI lambat, aduan belum ditanggapi!",2024-06-26,X
967,"QRIS wondr BNI bikin transaksi cepat, sukses terus!",2024-04-21,Instagram
968,"Ulang Tahun BNI ke-78, ada promo apa tahun ini?",2024-04-08,Facebook
969,"QRIS wondr BNI bikin operasi cepat, mantap terus!",2024-05-21,Facebook
970,"BNI dukung UMKM dengan kredit baru, informasi detail di web.",2024-06-10,Facebook
971,"BNI luncurkan QRIS wondr, ada yang sudah coba?",2024-02-05,Instagram
972,"Laba BNI 2023 Rp 20T, lembaga keuangan terbaik pada Indonesia!",2024-03-07,X
973,"BNI Expo 2024 tujuan Rp1T, senang menjadi nasabah!",2024-06-21,Facebook
974,"HUT BNI ke-78, adakah promo apakah tahun ini?",2024-04-15,X
975,"BNI distribusikan dividen Rp13,9T bagi 2023, periksa berita!",2024-04-07,X
976,"BNI distribusikan keuntungan Rp13,9T untuk 2023, periksa berita!",2024-04-11,X
977,"BNI support UMKM dengan kredit baru, info lengkap di web.",2024-02-25,X
978,"BNI Direct cash pembayaran Rp6T, mantap!",2024-03-13,Facebook
979,"Laba BNI 2023 Rp 20T, bank terbaik di Indonesia!",2024-04-24,Instagram
980,"Laba BNI 2023 Rp 20T, lembaga keuangan terbaik pada Indonesia!",2024-01-27,X
981,"BNI bagikan dividen Rp13,9T untuk 2023, cek berita!",2024-01-25,Instagram
982,"Transaksi QRIS gagal, bikin embarrassed pada kasir!",2024-04-06,X
983,"BNI Direct cash pembayaran Rp6T, mantap!",2024-06-23,Instagram
984,"QRIS wondr BNI bikin transaksi cepat, sukses terus!",2024-02-12,Facebook
985,"BNI Direct cash transaksi Rp6T, mantap!",2024-07-19,Instagram
986,"Laba BNI 2023 Rp 20T, bank nomor satu pada Indonesia!",2024-06-23,Facebook
987,"HUT BNI ke-78, ada promo apa tahun ini?",2024-01-13,Instagram
988,"Layanan CS BNI lambat, aduan gak ditanggapi!",2024-04-12,Facebook
989,"BNI luncurkan QRIS wondr, ada yang sudah coba?",2024-01-08,X
990,"TapCash BNI rusak, gak dapat dipakai di merchant.",2024-01-07,Instagram
991,"BNI Direct cash pembayaran Rp6T, mantap!",2024-06-10,X
992,"BNI luncurkan QRIS wondr, adakah yang sudah coba?",2024-04-24,Instagram
993,BNI Best Karyawan Award 2024 diumumkan hari ini.,2024-02-08,Instagram
994,"Aplikasi BNI Mobile error lagi, tolong betulkan dong!",2024-07-09,Instagram
995,"BNI luncurkan QRIS wondr, ada yang sudah coba?",2024-06-09,Facebook
996,"TapCash BNI rusak, gak bisa digunakan pada merchant.",2024-02-13,Instagram
997,"Transaksi QRIS gagal, bikin malu di kasir!",2024-04-01,X
